forecast_month,market_return,return_lag1,return_lag2,return_lag3,momentum_3,volatility_3,momentum_6,volatility_6,momentum_12,volatility_12,ma_gap_3,ma_gap_6,ma_gap_10,term_spread_lag1,unemployment_lag2,inflation_yoy_lag2
2008-05-31,0.015003771573780966,0.04656101777906407,-0.008982694892338827,-0.02618212961984412,0.011461377258489058,0.1317003421845848,-0.09678731307637478,0.1276115879888325,-0.049501534152534776,0.11642934539127153,0.02823347556892708,-0.003795700181028816,-0.03028310028103043,1.3966666666666665,5.1,3.9749035501344343
2008-06-30,-0.0872759345669607,0.015003771573780966,0.04656101777906407,-0.008982694892338827,0.053989085192282626,0.09650196245584343,-0.04618978395313689,0.12779026752485376,-0.0667878131229096,0.11129883784809745,0.025500699616573863,0.01958568342572664,-0.013405831496241527,1.901612903225807,5.0,3.9037609759888126
2008-07-31,-0.009026641617455589,-0.0872759345669607,0.015003771573780966,0.04656101777906407,-0.025383428385807205,0.24236059040021102,-0.1159507033869901,0.17065369027652794,-0.1320922323110847,0.13809455535284268,-0.0524756671015717,-0.04614434336003881,-0.08507059902459546,2.0985238095238095,5.4,4.088413823123993
2008-08-31,0.015335705009906775,-0.009026641617455589,-0.0872759345669607,0.015003771573780966,-0.07808182311773315,0.1852649502387081,-0.06751537109102701,0.1552552022316811,-0.11209056115592497,0.1363625744388473,-0.035419301167141204,-0.04380841741097974,-0.07783585036473306,1.998049853372434,5.6,4.935966105947864
2008-09-30,-0.09890796396365698,0.015335705009906775,-0.009026641617455589,-0.0872759345669607,-0.07777575685545157,0.1857181970456432,-0.027985713625932274,0.15702127714917616,-0.109793252204337,0.136854573413076,0.00722107507192038,-0.024486349224608572,-0.04728974198461022,1.8892626728110593,5.8,5.497512078341837
2008-10-31,-0.18054681370695214,-0.09890796396365698,0.015335705009906775,-0.009026641617455589,-0.08844094720482099,0.20844084024218826,-0.1115794411408817,0.2065528614923727,-0.2236815528553916,0.15241137283513512,-0.05989369043226134,-0.09970182265322836,-0.11758880580376108,1.8745238095238095,6.1,5.308017162091239
2008-11-30,-0.07214778082467355,-0.18054681370695214,-0.09890796396365698,0.015335705009906775,-0.23211789955194717,0.34084154332126276,-0.29207553389440544,0.27123370723453205,-0.36059364082979317,0.2150292224298903,-0.14779525688877626,-0.20745935827547812,-0.23597298835062175,2.8447360703812317,6.1,4.953319875136075
2008-12-31,0.00974855910236716,-0.07214778082467355,-0.18054681370695214,-0.09890796396365698,-0.29644030976140734,0.1956085863087486,-0.35116019716270097,0.24165896879956997,-0.38112996747595174,0.21785876451368696,-0.10775473014940973,-0.2100861025781865,-0.2629007484065412,3.1390000000000002,6.5,3.7310578899565128
2009-01-31,-0.08568239979941339,0.00974855910236716,-0.07214778082467355,-0.18054681370695214,-0.21568616221086956,0.33066505632103477,-0.2850516209307885,0.264870703787858,-0.3679503883692521,0.22186568482895425,-0.01790232797842861,-0.15770253869620832,-0.22999926029889206,2.2612023460410557,6.8,1.0999174706166848
2009-02-28,-0.11367201004988026,-0.08568239979941339,0.00974855910236716,-0.07214778082467355,-0.13763927512522334,0.1788701446365498,-0.3378086352392511,0.25426928745938016,-0.3825167309643467,0.22582237978724726,-0.05313534692224098,-0.17247036466368426,-0.26391041037614904,2.363306451612903,7.3,-0.02222800255385904
2009-03-31,0.080022274541804,-0.11367201004988026,-0.08568239979941339,0.00974855910236716,-0.17271485648767826,0.22415674466208263,-0.41795552069148134,0.21424462517086917,-0.4342444508069644,0.2365990629621511,-0.10206500179697386,-0.1897653110792954,-0.3048570745105126,2.647857142857143,7.8,-0.11358601902212717
2009-04-30,0.09471527766048293,0.080022274541804,-0.11367201004988026,-0.08568239979941339,-0.11248702259161492,0.3626539211534498,-0.3039112906011717,0.3200860148791761,-0.3815804797803706,0.26715949501645375,0.014432645505122244,-0.06237802943445092,-0.20379106745028108,2.638900293255132,8.3,0.008463140671510772
2009-05-31,0.05680885127080959,0.09471527766048293,0.080022274541804,-0.11367201004988026,0.06296858115285886,0.40288614248547083,-0.08333764383790776,0.3085801733890595,-0.3510722909148545,0.28773705261196825,0.09118317491414141,0.04712543201299901,-0.09016271668504938,2.776809523809524,8.7,-0.4464787676623838
2009-06-30,-0.0006547782879895436,0.05680885127080959,0.09471527766048293,0.080022274541804,0.2605478190172812,0.0662064124120856,0.042832483359855456,0.30463010780721467,-0.32336877710446044,0.29865646459876244,0.06983459801258896,0.09998778785602602,-0.004160012875871089,3.1155806451612906,9.0,-0.5763244243767063
2009-07-31,0.0719537110076125,-0.0006547782879895436,0.05680885127080959,0.09471527766048293,0.16284472324191213,0.16633949293731415,0.03203978258805895,0.30475927316400514,-0.26214483030372593,0.2938649701281046,0.018313189003333674,0.09305070662270087,0.032578459249910985,3.5154848484848484,9.4,-1.015761495855172
2009-08-31,0.03627374239813719,0.0719537110076125,-0.0006547782879895436,0.05680885127080959,0.13667551151715474,0.13269083025068376,0.20825035570859018,0.2716017396336829,-0.19990704798066838,0.3095087882300373,0.04830686824730912,0.13625909575554718,0.1283509430898826,3.4064662756598243,9.5,-1.2291746182109153
2009-09-30,0.03484309598921964,0.03627374239813719,0.0719537110076125,-0.0006547782879895436,0.11357178676658419,0.12576779013585626,0.40371048712779456,0.11928170254059692,-0.1829780604197957,0.312703883412294,0.0482913885509626,0.11524628902026746,0.15992805382212505,3.426820276497696,9.5,-1.9587610037622771
2009-10-31,-0.01941241734291399,0.03484309598921964,0.03627374239813719,0.0719537110076125,0.1538111994767246,0.07283274889998127,0.34170326492893044,0.11495087215655467,-0.06605550591942655,0.30285999706819433,0.035514701336680554,0.10083070796337523,0.17725064758916664,3.2552380952380955,9.6,-1.4838355663267633
2009-11-30,0.05978372698070533,-0.01941241734291399,0.03484309598921964,0.03627374239813719,0.05306443282214679,0.10996959455037153,0.19699255283863626,0.11922691311553016,0.09723801379354202,0.23710013888602274,-0.0014279007727888704,0.048613379596885054,0.13576644942331328,3.2695545314900154,9.8,-1.377942862886472
2009-12-31,0.018920663534311544,0.05978372698070533,-0.01941241734291399,0.03484309598921964,0.07811528008866264,0.14026920600698026,0.20055875878868856,0.12089672418046955,0.2519816718470338,0.2250081507525518,0.03362699072471176,0.07974883697877799,0.1691324747496432,3.283631578947369,10.0,-0.22396829420033848
2010-01-31,-0.03701912230363735,0.018920663534311544,0.05978372698070533,-0.01941241734291399,0.061085003871148125,0.13719507512656176,0.22429176106333437,0.11161710941471514,0.26351780291215543,0.2247957161631625,0.03249953052378385,0.06460403357748845,0.14355748491249787,3.471935483870968,9.9,1.9145871744709275
2010-02-28,0.03071795606691463,-0.03701912230363735,0.018920663534311544,0.05978372698070533,0.04256629835323378,0.16834394092682256,0.0978894876548333,0.1273316576438693,0.32652536398767396,0.20429007566052118,-0.018316927493259083,0.010508340544996164,0.07003114133094002,3.623157894736843,9.9,2.8141231232083674
2010-03-31,0.05909843078608912,0.03071795606691463,-0.03701912230363735,0.018920663534311544,0.012699459159088322,0.12535348050113093,0.09180676105693775,0.12539069786287144,0.5325806004126536,0.13912028734719548,0.008040769353675925,0.027032454266436856,0.07692077660010788,3.5646240601503756,9.8,2.6211113889767157
2010-04-30,0.015351284515476848,0.05909843078608912,0.03071795606691463,-0.03701912230363735,0.05421589651803216,0.1710692675112651,0.11861267863786207,0.13875066005741077,0.5008462831193159,0.133279237544426,0.05015799891194872,0.06897441071519594,0.11388807760757746,3.5628751753155683,9.8,2.151336357866529
2010-05-31,-0.08278855039191058,0.015351284515476848,0.05909843078608912,0.03071795606691463,0.11089686033768875,0.07688171104596747,0.15818362753449344,0.12374246716585185,0.3863371769784254,0.11627654658226926,0.029859012801325635,0.05933530834624734,0.10158745669743685,3.6484848484848484,9.9,2.2861714393279886
2010-06-30,-0.05312741565047574,-0.08278855039191058,0.015351284515476848,0.05909843078608912,-0.008304163445654988,0.2517028225120952,0.004289837328904866,0.17833346027124103,0.20570896056768384,0.15490722921932962,-0.049452316380644734,-0.02550988643186014,0.0029434408476485263,3.2193548387096778,9.9,2.2067707525304403
2010-07-31,0.06606860619989785,-0.05312741565047574,-0.08278855039191058,0.015351284515476848,-0.11358024949186385,0.17435906908570745,-0.06552220802677478,0.18944143539007385,0.1440734616094761,0.16914285705556653,-0.06254383368508665,-0.06584309174670033,-0.05129763976675217,3.027424242424242,9.6,2.003548929218568
2010-08-31,-0.04602296646144044,0.06606860619989785,-0.05312741565047574,-0.08278855039191058,-0.06746384849203613,0.2729319607803471,0.03595148286158811,0.21074431319353507,0.1373602427541738,0.1669253059791828,0.026269478433857074,-0.007767504511779322,0.007782441214686742,2.828847926267281,9.4,1.1215605940686268
2010-09-30,0.08576895174640864,-0.04602296646144044,0.06606860619989785,-0.05312741565047574,-0.03254055852406912,0.23161470369959852,-0.040574499853127444,0.21689803590711734,0.04750724779078941,0.17334795665078087,-0.009002353807500474,-0.046026428837390276,-0.040365271924702184,2.509281524926686,9.4,1.3407784804821077
2010-10-31,0.037490516591306644,0.08576895174640864,-0.04602296646144044,0.06606860619989785,0.1116157543723042,0.24625894493905554,-0.014641840348388557,0.2385725283298739,0.10223413038556317,0.1899596128769286,0.042086472263627384,0.042088757881360905,0.039555444657244365,2.452952380952381,9.5,1.1501775395112546
2010-11-30,0.0,0.037490516591306644,0.08576895174640864,-0.04602296646144044,0.08029753857757527,0.23097367320771103,0.007416509108658209,0.24451941052486745,0.16677330695760162,0.18948731124334986,0.05365276958752463,0.08046450233973146,0.07086004572216442,2.3487096774193548,9.5,1.1183122472331775
2010-12-31,0.06471258781112788,0.0,0.037490516591306644,0.08576895174640864,0.13117788771936167,0.14894736801290717,0.09436872746289682,0.20027308761926055,0.09906339128155328,0.18264196550147993,0.012417792845549114,0.06394328085359269,0.05879018553127913,2.5686666666666667,9.4,1.1666951489314625
2011-01-31,0.023032720311246813,0.06471258781112788,0.0,0.037490516591306644,0.10760840902832935,0.11255486677165939,0.23123495715113407,0.17126016330183652,0.15056172415884017,0.1912038258845996,0.043596721478706524,0.09612603198272307,0.11244319048615825,3.107683284457478,9.8,1.084544776600338
2011-02-28,0.03414774317848135,0.023032720311246813,0.06471258781112788,0.0,0.09171003693756341,0.11362602326013792,0.17937166574408359,0.16293574915983774,0.22177182597252454,0.18380281521106379,0.03690530865115815,0.09065570063249018,0.12496772219967611,3.225612903225806,9.3,1.437793022217937
2011-03-31,0.00012017046149193078,0.03414774317848135,0.023032720311246813,0.06471258781112788,0.1296332825096278,0.07476583197643978,0.2778161904067298,0.10540799811137709,0.22596943757674803,0.18412006444324028,0.03062596759399705,0.08420522358983096,0.14784232710154854,3.41953007518797,9.1,1.7007834915029774
2011-04-30,0.028549918725480516,0.00012017046149193078,0.03414774317848135,0.023032720311246813,0.05897412612062114,0.060106644873369135,0.17292864703462651,0.08555147840812904,0.15575481304469418,0.17876951396807084,0.011397636039465642,0.05619375282556671,0.12332529942730841,3.2756381486676016,9.0,2.124898173333145
2011-05-31,-0.011277706431260803,0.028549918725480516,0.00012017046149193078,0.03414774317848135,0.06483284348168517,0.06320541005278556,0.16248870288972106,0.08373094068375436,0.1711103109434149,0.17952003093840727,0.019163405140234735,0.05994705484992369,0.12281275271121683,3.3569999999999998,9.0,2.619241510354109
2011-06-30,-0.01701400007139675,-0.011277706431260803,0.028549918725480516,0.00012017046149193078,0.017544510922012924,0.0710549352211654,0.14945214597248713,0.09286360573829837,0.2579244822674067,0.14956797322605084,0.0019311766685961018,0.024785981443107286,0.08673212230787009,3.0747004608294937,9.1,3.0772344447868694
2011-07-31,-0.020207143696915786,-0.01701400007139675,-0.011277706431260803,0.028549918725480516,0.00025824556246778485,0.08596761583852593,0.05924760148946007,0.07551709106562282,0.3041826752323169,0.13409706062230492,-0.015054976746737725,-0.0018767861423452104,0.04411259029274617,2.910272727272727,9.0,3.4589718808964998
2011-08-31,-0.056544762795623704,-0.020207143696915786,-0.01701400007139675,-0.011277706431260803,-0.0473415653277206,0.015673932551872802,0.014421989858894424,0.08156469785112765,0.19638055194731208,0.13097660413554904,-0.019074173246808268,-0.024105453841551272,0.00976762480241633,2.9320322580645164,9.1,3.5023181506360412
2011-09-30,-0.07194809104968236,-0.056544762795623704,-0.020207143696915786,-0.01701400007139675,-0.08950412159605625,0.0760697039501944,-0.07352991671295062,0.0963152510515852,0.18385847235166297,0.13662036480349515,-0.043961255147240585,-0.06636658230203307,-0.049780137055464135,2.207237026647966,9.0,3.5798809769996165
2011-10-31,0.10359144571551226,-0.07194809104968236,-0.056544762795623704,-0.020207143696915786,-0.1381723734739031,0.09203054619013004,-0.13794981031374054,0.12336709555050901,0.01112336266464764,0.13735254048754073,-0.0659189865380756,-0.11057012525619869,-0.11364617360978546,1.891238095238095,9.0,3.75499603070808
2011-11-30,-0.004072016632486353,0.10359144571551226,-0.07194809104968236,-0.056544762795623704,-0.024593925603073608,0.3367343070296325,-0.07077117599519123,0.2137217864089705,0.08021801030509113,0.16884607462470627,0.04513388776536953,-0.000981340115586371,-0.018097504369539386,2.0813548387096774,9.0,3.812621692818685
2011-12-31,0.010394181953967241,-0.004072016632486353,0.10359144571551226,-0.07194809104968236,0.027954944775750334,0.30663565210453514,-0.06405125959672564,0.2140418182758722,0.07582828817678999,0.16906420987601617,0.031157212733810224,0.00637957365166697,-0.020673915608451887,1.9324999999999997,8.8,3.5222681306640524
2012-01-31,0.04533162065575702,0.010394181953967241,-0.004072016632486353,0.10359144571551226,0.1161816405192384,0.2024174992382853,-0.03804382597929967,0.21570671197002494,0.01894977006940457,0.1567985062022096,0.005578470567286775,0.023756612795900134,-0.006592450304227504,1.9064823348694317,8.6,3.451432214581729
2012-02-29,0.042489487243012825,0.04533162065575702,0.010394181953967241,-0.004072016632486353,0.053011112183778186,0.08798425884091243,0.027113435231520544,0.22538138439478694,0.041926454778363764,0.1616400128131131,0.03395546212678724,0.06620806762275744,0.03874451868895745,1.884564516129032,8.5,3.062066838419386
2012-03-31,0.03165745508747264,0.042489487243012825,0.04533162065575702,0.010394181953967241,0.10320026736693144,0.06721325712944122,0.13404016991776713,0.20350293659225915,0.05065429067457328,0.16357347275128795,0.04372321647702848,0.08862913529391414,0.08142510520088497,1.863706896551724,8.3,3.0087663379855023
2012-04-30,-0.006698063290270895,0.03165745508747264,0.042489487243012825,0.04533162065575702,0.12690908624268538,0.024995737514358195,0.2578352325983966,0.1291342235002934,0.08431710085550814,0.16575829625487085,0.035420478753672935,0.08210383603757365,0.10857403858039749,2.045953079178885,8.3,2.8981784423473878
2012-05-31,-0.06193496818795996,-0.006698063290270895,0.03165745508747264,0.042489487243012825,0.0697755702461218,0.08953093139366322,0.1264855630119044,0.08001625446087701,0.0467628549759469,0.1644426925090869,0.006012580427932512,0.05368498483406969,0.09259245893685097,1.9135238095238096,8.2,2.5828752813320977
2012-06-30,0.03977963117956129,-0.06193496818795996,-0.006698063290270895,0.03165745508747264,-0.036300327914156605,0.1629834540514435,0.06315373590652662,0.14051021107969908,-0.004942600023251087,0.17684728727183552,-0.04304274236792227,-0.019212108568488317,0.02363788035262404,1.647375366568915,8.2,2.2731633741348567
2012-07-31,0.011760291004310197,0.03977963117956129,-0.06193496818795996,-0.006698063290270895,-0.028441115730741373,0.17639246849229565,0.09485853450283321,0.1466171356515311,0.05320592694425641,0.1801204645741226,0.005562847543223004,0.0057673647109994786,0.051661463460214385,1.4607142857142859,8.2,1.7379429374660749
2012-08-31,0.024743697686736787,0.011760291004310197,0.03977963117956129,-0.06193496818795996,-0.010341204237420576,0.18199963942693767,0.05871280258600353,0.13740354157598006,0.08741814358770084,0.17819822632859175,0.021076960543084056,0.008182269635748751,0.04287578060004393,1.370215053763441,8.2,1.653870448297634
2012-09-30,0.02503515170998316,0.024743697686736787,0.011760291004310197,0.03977963117956129,0.07926863278306051,0.04857430532572454,0.0400908275055718,0.12922958634954523,0.1795047787543298,0.16460619714105654,0.02050737934357616,0.026623785520099252,0.05491386886247196,1.5460028050490884,8.2,1.4175114798464783
2012-10-31,-0.018366004217842402,0.02503515170998316,0.024743697686736787,0.011760291004310197,0.06347212043948414,0.026263119437110287,0.033225786785647804,0.12645135949845743,0.2996277978481867,0.13551967020460945,0.02503986462617025,0.04674443671427597,0.0643838155247296,1.5788245614035088,8.1,1.6859349154821235
2012-11-30,0.00564363425090697,-0.018366004217842402,0.02503515170998316,0.024743697686736787,0.03191143561976606,0.08651233067743308,0.021240228709092035,0.13016320812878512,0.15041237400776764,0.10717273633506541,-0.003947270130756131,0.0240473060732298,0.03151425397770691,1.5878033794162827,7.8,1.9497168982819613
2012-12-31,0.0088947104877235,0.00564363425090697,-0.018366004217842402,0.02503515170998316,0.012388896112581094,0.0753147266427639,0.09263957975217707,0.0696391824130453,0.1616438512128644,0.10604975852303034,-0.002386260391142092,0.015071109683732375,0.027776150381533027,1.4933333333333332,7.8,2.1556780595369363
2013-01-31,0.049923083388924816,0.0088947104877235,0.00564363425090697,-0.018366004217842402,-0.003820343328222786,0.05157865454538127,0.059409291819412235,0.05521929943004819,0.15990330468008596,0.10609262159607252,0.007823547032726363,0.014430110102598537,0.03068275841416046,1.554483870967742,7.7,1.7960197033926262
2013-02-28,0.012677930606908916,0.049923083388924816,0.0088947104877235,0.00564363425090697,0.06658443729234453,0.08549346753505703,0.10062067789604368,0.07971380102673563,0.16524120247942742,0.10773584831831692,0.036562623522601534,0.049309771924416435,0.07462321776810432,1.7721812596006146,7.9,1.7595049796895523
2013-03-31,0.03726810280560411,0.012677930606908916,0.049923083388924816,0.0088947104877235,0.07411355830131638,0.07854733023019865,0.08742063958822621,0.078344398260482,0.13101623287595632,0.10276670172555172,0.025038173690535404,0.047778377405610195,0.07737144997611178,1.8392105263157896,8.0,1.684061762098299
2013-04-30,0.019030486062704632,0.03726810280560411,0.012677930606908916,0.049923083388924816,0.10502627923653596,0.06560528192274473,0.10080469946314397,0.08418416010598123,0.13737980170014552,0.10418451401381021,0.029265953876998818,0.06980645544023134,0.09632238993339759,1.8139516129032258,7.7,2.0181404902574807
2013-05-31,0.023335401840361314,0.019030486062704632,0.03726810280560411,0.012677930606908916,0.07141105155924277,0.044218597762509915,0.1427503535361141,0.060941950835621296,0.16702263240261694,0.1026557355182465,0.025148148087501987,0.06615752541266184,0.09753155379296041,1.6140909090909092,7.5,1.5187472411246183
2013-06-30,-0.013434625626514318,0.023335401840361314,0.019030486062704632,0.03726810280560411,0.08289064709424565,0.033023116766909714,0.16314752620161532,0.05413479732831228,0.2709010242187173,0.062385440719763624,0.021988501977698416,0.06417958521099743,0.10220294193193857,1.819149560117302,7.6,1.138808047576867
2013-07-31,0.05038621423071721,-0.013434625626514318,0.023335401840361314,0.019030486062704632,0.029353836603939865,0.0696354894685312,0.13746304008030497,0.07532684412419952,0.2050389137622317,0.06651736192859914,-0.0012229528285589986,0.02823284793871328,0.07126603204008952,2.2063333333333333,7.5,1.3903888279197085
2013-08-31,-0.03045145775565583,0.05038621423071721,-0.013434625626514318,0.023335401840361314,0.062141327220386344,0.11096739134516415,0.13798995630172373,0.07574841053067187,0.25249527714369213,0.07481820389929944,0.029306092037471698,0.05824216661034054,0.10657368486701291,2.489692082111437,7.5,1.7157935271568725
2013-09-30,0.031156129362760687,-0.03045145775565583,0.05038621423071721,-0.013434625626514318,0.00652130254714911,0.14763062953174863,0.08995250462942517,0.10627114467244898,0.1852368497049186,0.08901604203258401,-0.0037136483033379797,0.012211097410284921,0.05630477817613655,2.6543695014662756,7.3,1.885471805415806
2013-10-31,0.045266381155095736,0.031156129362760687,-0.03045145775565583,0.05038621423071721,0.05241853887736858,0.14628752624033617,0.08331106070653216,0.1034218364629369,0.19251390660615364,0.09003628744116902,0.010570636939903899,0.03045207243519421,0.06967951744574874,2.7295,7.2,1.538809488600279
2013-11-30,0.02920694689763348,0.045266381155095736,0.031156129362760687,-0.03045145775565583,0.04704410148365912,0.13948322569765073,0.11210881160813058,0.11309160581528213,0.2708627376358188,0.0869989083477116,0.0408832734425395,0.05898567487385176,0.09451557779657227,2.5288123167155425,7.2,1.0947341081747997
2013-12-31,0.02559627272306564,0.02920694689763348,0.045266381155095736,0.031156129362760687,0.11140997547304554,0.030357995539732233,0.11865781617702487,0.11409300426362062,0.30116407155240754,0.0859492236036621,0.034679816912256634,0.06975075159662003,0.10395128989100111,2.6340877192982455,7.2,0.8767991434911471
2014-01-31,-0.03588462178116281,0.02559627272306564,0.02920694689763348,0.045266381155095736,0.10524784150586552,0.03627273252437594,0.1631833184549687,0.10022906958617772,0.32307803358048615,0.08479921396940418,0.026904925947461633,0.07002773805747187,0.10805632091035311,2.8167434715821815,6.9,1.2328701961954458
2014-02-28,0.04451019965781633,-0.03588462178116281,0.02559627272306564,0.02920694689763348,0.019098688405922104,0.12672686905389408,0.06704127052515418,0.12041113720676731,0.21428224881705593,0.0978530029595648,-0.015385488543917858,0.021271166127007524,0.05387000381065521,2.786482334869431,6.7,1.5128383667573297
